run_name,active_unit_count_mean,assignment_entropy_mean,same_instance_dominant_unit_match_rate_mean,same_instance_assignment_cosine_mean,different_instance_dominant_unit_collision_rate_mean,unit_purity_by_instance_id_mean,z_dyn_drift_mean,z_sem_drift_mean,z_sem_to_z_dyn_drift_ratio_mean
stage2_tusb_v3p1_seed123_20260418,4.9625,0.6703820317374237,0.9540004280779293,0.9685703599637854,0.3297738421426432,0.6674555556907422,0.5104378376309512,0.006622139258833584,0.012505243847244689
stage2_tusb_v3p1_seed42_20260418,5.973125,0.6697419139651363,0.9407187174470215,0.953105883936892,0.23104454805537006,0.6686353264632052,0.4944178789001905,0.0068221598495119395,0.013166723796474515
stage2_tusb_v3p1_seed456_20260418,5.298125,0.6734207150138574,0.9473834136135948,0.9580192489541252,0.29622305341615524,0.6571340313592456,0.5022125415798449,0.006824734106773225,0.013078194702638166
