row_type,relative_path,size_bytes,size_human,file_count,latest_modified,has_checkpoint,has_eval_json,has_figure,has_log,has_queue_state,rank,reference_pattern,reference_file,reference_line,reference_text
dir_depth_1_3,outputs/visualizations/stwm_v4_2_1b_confirmation_multiseed_casebook,22516196,21.47MB,17,2026-04-01 13:48:57,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_1b_confirmation_multiseed_casebook/identity_reconnect_cases,0,0B,0,2026-04-01 13:36:43,False,False,False,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_1b_confirmation_multiseed_casebook/query_grounding_cases,10593282,10.10MB,8,2026-04-01 13:48:57,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_1b_confirmation_multiseed_casebook/semantic_sensitive_cases,11907043,11.36MB,8,2026-04-01 13:48:53,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_1b_confirmation_state_identifiability_figures,28285989,26.98MB,23,2026-04-01 13:49:08,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_1b_confirmation_state_identifiability_figures/future_grounding_cases,8214693,7.83MB,6,2026-04-01 13:49:08,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_1b_confirmation_state_identifiability_figures/instance_disambiguation_cases,11106254,10.59MB,8,2026-04-01 13:49:05,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_1b_confirmation_state_identifiability_figures/semantic_sensitive_cases,8935668,8.52MB,8,2026-04-01 13:49:02,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_final_paper_figures,25668318,24.48MB,24,2026-04-01 01:25:19,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_final_paper_figures/appendix_boundary_cases,1426175,1.36MB,1,2026-04-01 01:18:26,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_final_paper_figures/future_grounding_cases,7129362,6.80MB,6,2026-04-01 01:18:26,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_final_paper_figures/instance_disambiguation_cases,9067441,8.65MB,8,2026-04-01 01:18:26,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_final_paper_figures/semantic_sensitive_cases,8015961,7.64MB,7,2026-04-01 01:18:26,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_minival_seed42,37425622,35.69MB,25,2026-03-31 22:22:57,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_minival_seed42/identity_reconnect_cases,11587142,11.05MB,8,2026-03-31 22:22:53,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_minival_seed42/query_grounding_cases,12668489,12.08MB,8,2026-03-31 22:22:57,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_minival_seed42/semantic_sensitive_cases,13166505,12.56MB,8,2026-03-31 22:22:50,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_multiseed_casebook,34130047,32.55MB,24,2026-03-31 22:50:38,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_multiseed_casebook/identity_reconnect_cases,11590445,11.05MB,8,2026-03-31 22:50:35,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_multiseed_casebook/query_grounding_cases,9667888,9.22MB,8,2026-03-31 22:50:38,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_multiseed_casebook/semantic_sensitive_cases,12849600,12.25MB,7,2026-03-31 22:50:31,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_demo,13830448,13.19MB,40,2026-04-01 15:12:31,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_demo/storyboard_frames,11695710,11.15MB,38,2026-04-01 15:12:30,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_multiseed_casebook,29559302,28.19MB,17,2026-04-01 15:12:12,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_multiseed_casebook/identity_reconnect_cases,0,0B,0,2026-04-01 15:12:08,False,False,False,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_multiseed_casebook/query_grounding_cases,14603954,13.93MB,8,2026-04-01 15:12:12,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_multiseed_casebook/semantic_sensitive_cases,14941320,14.25MB,8,2026-04-01 15:12:08,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_state_identifiability_figures,27090183,25.84MB,23,2026-04-01 15:12:23,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_state_identifiability_figures/future_grounding_cases,7482271,7.14MB,6,2026-04-01 15:12:23,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_state_identifiability_figures/instance_disambiguation_cases,9403530,8.97MB,8,2026-04-01 15:12:20,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_real_1b_state_identifiability_figures/semantic_sensitive_cases,10178436,9.71MB,8,2026-04-01 15:12:18,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_state_identifiability_figures,31994213,30.51MB,28,2026-04-01 01:04:30,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_state_identifiability_figures/future_grounding_cases,8184366,7.81MB,8,2026-04-01 01:04:30,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_state_identifiability_figures/instance_disambiguation_cases,11081011,10.57MB,9,2026-04-01 01:04:28,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/stwm_v4_2_state_identifiability_figures/semantic_sensitive_cases,12701427,12.11MB,10,2026-04-01 01:04:25,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures,14854299,14.17MB,9,2026-03-31 12:49:28,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures/full_vs_wo_identity_memory,2951239,2.81MB,2,2026-03-31 12:49:28,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures/full_vs_wo_semantics_mask,6196469,5.91MB,2,2026-03-31 12:49:26,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures/full_vs_wo_trajectory,2861639,2.73MB,2,2026-03-31 12:49:27,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures/query_conditioned_cases,2843946,2.71MB,2,2026-03-31 12:49:28,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_sanity,0,0B,0,2026-03-31 12:46:18,False,False,False,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2,23329498,22.25MB,17,2026-03-31 14:02:32,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2/full_vs_wo_identity_memory,4667406,4.45MB,4,2026-03-31 14:02:30,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2/full_vs_wo_semantics_mask,9550516,9.11MB,4,2026-03-31 14:02:28,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2/full_vs_wo_trajectory,4637577,4.42MB,4,2026-03-31 14:02:29,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2/query_conditioned_cases,4472209,4.27MB,4,2026-03-31 14:02:32,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_1,38407501,36.63MB,30,2026-03-31 14:21:10,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_1/base_cases,23329729,22.25MB,17,2026-03-31 14:21:10,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_1/full_fail_wo_identity_worse,4169677,3.98MB,4,2026-03-31 14:19:46,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_1/full_success_wo_semantics_fail,4400367,4.20MB,4,2026-03-31 14:19:48,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_1/query_hard_success_failure,6505770,6.20MB,4,2026-03-31 14:19:50,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_2,15077772,14.38MB,13,2026-03-31 17:20:39,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_2/full_fail_wo_identity_worse,4169677,3.98MB,4,2026-03-31 17:20:35,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_2/full_success_wo_semantics_fail,4400367,4.20MB,4,2026-03-31 17:20:37,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_2/query_hard_success_failure,6505770,6.20MB,4,2026-03-31 17:20:39,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_3,15077772,14.38MB,13,2026-03-31 17:57:30,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_3/full_fail_wo_identity_worse,4169677,3.98MB,4,2026-03-31 17:57:25,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_3/full_success_wo_semantics_fail,4400367,4.20MB,4,2026-03-31 17:57:27,False,False,True,False,False,,,,,
dir_depth_1_3,outputs/visualizations/week2_figures_v2_3/query_hard_success_failure,6505770,6.20MB,4,2026-03-31 17:57:30,False,False,True,False,False,,,,,
top_dir,outputs,1126947188945,1.02TB,5010,2026-04-05 03:38:50,True,True,True,True,True,1,,,,
top_dir,outputs/training,988714168056,920.81GB,3890,2026-04-05 03:38:48,True,True,False,True,True,2,,,,
top_dir,outputs/training/stwm_v4_2_real_1b,159252565788,148.32GB,21,2026-04-03 12:42:59,True,True,False,True,False,3,,,,
top_dir,outputs/audits,117914436008,109.82GB,65,2026-04-01 17:42:33,True,True,False,True,False,4,,,,
top_dir,outputs/training/week2_minival_v2_1,109080841609,101.59GB,840,2026-03-31 14:20:39,True,True,False,True,False,5,,,,
top_dir,outputs/training/week2_minival_v2_3,98172858482,91.43GB,756,2026-03-31 17:51:52,True,True,False,True,False,6,,,,
top_dir,outputs/training/week2_minival_v2_2,98172843174,91.43GB,756,2026-03-31 17:15:10,True,True,False,True,False,7,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_123,85751258987,79.86GB,11,2026-04-03 02:06:08,True,True,False,True,False,8,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_161909,58957264691,54.91GB,28,2026-04-01 17:42:33,True,True,False,True,False,9,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_155639,58957168618,54.91GB,28,2026-04-01 16:17:48,True,True,False,True,False,10,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_456,49002164994,45.64GB,7,2026-04-03 12:42:59,True,True,False,True,False,11,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_123/full_v4_2_1b,48999917691,45.63GB,6,2026-04-02 08:56:27,True,True,False,True,False,12,,,,
top_dir,outputs/training/stwm_v4_2_1b_real_confirmation,48999472175,45.63GB,43,2026-04-01 15:12:31,True,True,False,True,True,13,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_123/full_v4_2_1b/checkpoints,48993405988,45.63GB,4,2026-04-02 08:56:25,True,False,False,False,False,14,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_replication_seed123_v1,44861217113,41.78GB,84,2026-04-04 17:26:56,True,True,False,True,False,15,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_replication_seed123_v1/seed_123,44861217113,41.78GB,84,2026-04-04 17:26:56,True,True,False,True,False,16,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_object_bias_diag_v1,44855985732,41.78GB,108,2026-04-04 02:03:52,True,True,False,True,False,17,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_object_bias_diag_v1/seed_42,44855985732,41.78GB,108,2026-04-04 02:03:52,True,True,False,True,False,18,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_42,43632411443,40.64GB,336,2026-03-31 14:20:39,True,True,False,True,False,19,,,,
top_dir,outputs/training/week2_minival_v2,43632381792,40.64GB,336,2026-03-31 14:01:55,True,True,False,True,False,20,,,,
top_dir,outputs/training/week2_minival,43630865491,40.63GB,260,2026-03-31 12:48:24,True,True,False,True,False,21,,,,
top_dir,outputs/training/stwm_v4_2_real_220m,39879387130,37.14GB,41,2026-04-03 14:30:34,True,True,False,True,False,22,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_123/wo_semantics_v4_2_1b,36751341296,34.23GB,5,2026-04-03 02:06:08,True,True,False,True,False,23,,,,
top_dir,outputs/training/stwm_v4_2_1b_confirmation_staged,36746549568,34.22GB,52,2026-04-01 13:49:37,True,True,False,True,True,24,,,,
top_dir,outputs/training/stwm_v4_2_1b_confirmation_staged/base,36745999902,34.22GB,29,2026-04-01 13:49:33,True,True,False,True,False,25,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_123/wo_semantics_v4_2_1b/checkpoints,36744351793,34.22GB,3,2026-04-03 02:06:06,True,False,False,False,False,26,,,,
top_dir,outputs/training/week2_minival_v2_3/seed_123,32724287433,30.48GB,252,2026-03-31 17:50:06,True,True,False,True,False,27,,,,
top_dir,outputs/training/week2_minival_v2_3/seed_456,32724285765,30.48GB,252,2026-03-31 17:51:52,True,True,False,True,False,28,,,,
top_dir,outputs/training/week2_minival_v2_3/seed_42,32724285284,30.48GB,252,2026-03-31 17:48:22,True,True,False,True,False,29,,,,
top_dir,outputs/training/week2_minival_v2_2/seed_123,32724282325,30.48GB,252,2026-03-31 17:13:25,True,True,False,True,False,30,,,,
top_dir,outputs/training/week2_minival_v2_2/seed_456,32724280747,30.48GB,252,2026-03-31 17:15:10,True,True,False,True,False,31,,,,
top_dir,outputs/training/week2_minival_v2_2/seed_42,32724280102,30.48GB,252,2026-03-31 17:11:40,True,True,False,True,False,32,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_123,32724216093,30.48GB,252,2026-03-31 14:17:50,True,True,False,True,False,33,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_456,32724214073,30.48GB,252,2026-03-31 14:19:18,True,True,False,True,False,34,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_replacement_seed42_v1,29907001843,27.85GB,56,2026-04-04 12:43:38,True,True,False,True,False,35,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_replacement_seed42_v1/seed_42,29907001843,27.85GB,56,2026-04-04 12:43:38,True,True,False,True,False,36,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_default_v1,29904562159,27.85GB,54,2026-04-04 00:08:00,True,True,False,True,False,37,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_default_v1/seed_42,29904562159,27.85GB,54,2026-04-04 00:08:00,True,True,False,True,False,38,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_diag_v1,29904496894,27.85GB,53,2026-04-04 01:08:54,True,True,False,True,False,39,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_diag_v1/seed_42,29904496894,27.85GB,53,2026-04-04 01:08:54,True,True,False,True,False,40,,,,
top_dir,outputs/training/stwm_v4_2_real_220m/seed_42,24920958616,23.21GB,31,2026-04-03 14:30:34,True,True,False,True,False,41,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_456/full_v4_2_1b,24503292979,22.82GB,4,2026-04-03 07:11:51,True,True,False,True,False,42,,,,
top_dir,outputs/training/stwm_v4_2_1b_real_confirmation/base,24501455699,22.82GB,20,2026-04-01 15:11:56,True,True,False,True,False,43,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_42,24499141807,22.82GB,3,2026-04-02 18:45:45,True,False,False,True,False,44,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_42/full_v4_2_1b,24499141807,22.82GB,3,2026-04-02 18:45:45,True,False,False,True,False,45,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_456/wo_semantics_v4_2_1b,24498872015,22.82GB,3,2026-04-03 12:42:59,True,False,False,True,False,46,,,,
top_dir,outputs/training/stwm_v4_2_1b_real_confirmation/state,24498014304,22.82GB,20,2026-04-01 15:11:59,True,True,False,True,True,47,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_155639/lane0,24496887274,22.81GB,8,2026-04-01 16:16:51,True,True,False,True,False,48,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_161909/lane0,24496869531,22.81GB,8,2026-04-01 17:40:48,True,True,False,True,False,49,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_161909/training_lane0,24496854692,22.81GB,4,2026-04-01 17:40:23,True,True,False,True,False,50,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_161909/training_lane0/seed_42,24496854692,22.81GB,4,2026-04-01 17:40:23,True,True,False,True,False,51,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_161909/training_lane0/seed_42/full_v4_2_1b,24496854692,22.81GB,4,2026-04-01 17:40:23,True,True,False,True,False,52,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_155639/training_lane0,24496837114,22.81GB,4,2026-04-01 16:16:26,True,True,False,True,False,53,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_155639/training_lane0/seed_42,24496837114,22.81GB,4,2026-04-01 16:16:26,True,True,False,True,False,54,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_155639/training_lane0/seed_42/full_v4_2_1b,24496837114,22.81GB,4,2026-04-01 16:16:26,True,True,False,True,False,55,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_161909/training_lane0/seed_42/full_v4_2_1b/checkpoints,24496674706,22.81GB,2,2026-04-01 17:40:22,True,False,False,False,False,56,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_161909/lane0/checkpoints,24496674706,22.81GB,2,2026-04-01 17:40:45,True,False,False,False,False,57,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_155639/training_lane0/seed_42/full_v4_2_1b/checkpoints,24496674706,22.81GB,2,2026-04-01 16:16:24,True,False,False,False,False,58,,,,
top_dir,outputs/audits/stwm_v4_2_phase01_20260401_155639/lane0/checkpoints,24496674706,22.81GB,2,2026-04-01 16:16:48,True,False,False,False,False,59,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_456/full_v4_2_1b/checkpoints,24496664850,22.81GB,2,2026-04-03 07:11:50,True,False,False,False,False,60,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_42/full_v4_2_1b/checkpoints,24496664850,22.81GB,2,2026-04-02 18:23:11,True,False,False,False,False,61,,,,
top_dir,outputs/training/stwm_v4_2_real_1b/seed_456/wo_semantics_v4_2_1b/checkpoints,24496202806,22.81GB,2,2026-04-03 11:53:32,True,False,False,False,False,62,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_semteacher_mainline_seed42_v1,22433143571,20.89GB,42,2026-04-05 03:38:48,True,True,False,True,False,63,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_semteacher_mainline_seed42_v1/seed_42,22433143571,20.89GB,42,2026-04-05 03:38:48,True,True,False,True,False,64,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_qtsa_mainline_seed42_v1,22431563282,20.89GB,42,2026-04-04 23:25:47,True,True,False,True,False,65,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_qtsa_mainline_seed42_v1/seed_42,22431563282,20.89GB,42,2026-04-04 23:25:47,True,True,False,True,False,66,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_qstr_mainline_seed42_v1,22430257471,20.89GB,42,2026-04-04 20:18:33,True,True,False,True,False,67,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_qstr_mainline_seed42_v1/seed_42,22430257471,20.89GB,42,2026-04-04 20:18:33,True,True,False,True,False,68,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_delayed_router_mainline_seed42_v1,22429428714,20.89GB,42,2026-04-04 16:09:16,True,True,False,True,False,69,,,,
top_dir,outputs/training/stwm_v4_2_220m_protocol_frozen_frontend_delayed_router_mainline_seed42_v1/seed_42,22429428714,20.89GB,42,2026-04-04 16:09:16,True,True,False,True,False,70,,,,
top_dir,outputs/benchmarks,19924406155,18.56GB,19,2026-04-03 18:24:12,True,True,False,True,False,71,,,,
top_dir,outputs/training/stwm_v4_2_real_220m/seed_42/full_v4_2,14951323437,13.92GB,24,2026-04-03 14:30:34,True,True,False,True,False,72,,,,
top_dir,outputs/training/stwm_v4_2_real_220m/seed_42/full_v4_2/checkpoints,14944770224,13.92GB,22,2026-04-03 14:30:34,True,True,False,False,False,73,,,,
top_dir,outputs/training/stwm_v4_2_1b_real_confirmation/base/seed_123,12250723201,11.41GB,9,2026-04-01 15:04:58,True,True,False,True,False,74,,,,
top_dir,outputs/training/stwm_v4_2_1b_real_confirmation/base/seed_42,12250718894,11.41GB,9,2026-04-01 15:01:14,True,True,False,True,False,75,,,,
top_dir,outputs/training/stwm_v4_2_1b_real_confirmation/state/seed_123,12248989943,11.41GB,9,2026-04-01 15:10:53,True,True,False,True,True,76,,,,
top_dir,outputs/training/stwm_v4_2_1b_real_confirmation/state/seed_42,12248985139,11.41GB,9,2026-04-01 15:06:23,True,True,False,True,True,77,,,,
top_dir,outputs/training/stwm_v4_2_1b_confirmation_staged/base/seed_456,12248661658,11.41GB,9,2026-04-01 13:45:14,True,True,False,True,False,78,,,,
top_dir,outputs/training/stwm_v4_2_1b_confirmation_staged/base/seed_123,12248661256,11.41GB,9,2026-04-01 13:42:58,True,True,False,True,False,79,,,,
top_dir,outputs/training/stwm_v4_2_1b_confirmation_staged/base/seed_42,12248661176,11.41GB,9,2026-04-01 13:40:45,True,True,False,True,False,80,,,,
top_dir,outputs/training/week2_minival_v2_3/seed_456/wo_semantics,10908227003,10.16GB,84,2026-03-31 17:51:16,True,True,False,True,False,81,,,,
top_dir,outputs/training/week2_minival_v2_3/seed_123/wo_semantics,10908226704,10.16GB,84,2026-03-31 17:49:32,True,True,False,True,False,82,,,,
top_dir,outputs/training/week2_minival_v2_3/seed_42/wo_semantics,10908226436,10.16GB,84,2026-03-31 17:47:48,True,True,False,True,False,83,,,,
top_dir,outputs/training/week2_minival_v2_2/seed_456/wo_semantics,10908225254,10.16GB,84,2026-03-31 17:14:36,True,True,False,True,False,84,,,,
top_dir,outputs/training/week2_minival_v2_3/seed_123/full,10908225038,10.16GB,84,2026-03-31 17:48:57,True,True,False,True,False,85,,,,
top_dir,outputs/training/week2_minival_v2_2/seed_123/wo_semantics,10908224931,10.16GB,84,2026-03-31 17:12:50,True,True,False,True,False,86,,,,
top_dir,outputs/training/week2_minival_v2_2/seed_42/wo_semantics,10908224682,10.16GB,84,2026-03-31 17:11:04,True,True,False,True,False,87,,,,
top_dir,outputs/training/week2_minival_v2_2/seed_123/full,10908223564,10.16GB,84,2026-03-31 17:12:15,True,True,False,True,False,88,,,,
top_dir,outputs/training/week2_minival_v2_3/seed_456/full,10908223525,10.16GB,84,2026-03-31 17:50:41,True,True,False,True,False,89,,,,
top_dir,outputs/training/week2_minival_v2_3/seed_42/full,10908223327,10.16GB,84,2026-03-31 17:47:12,True,True,False,True,False,90,,,,
top_dir,outputs/training/week2_minival_v2_2/seed_456/full,10908222059,10.16GB,84,2026-03-31 17:14:01,True,True,False,True,False,91,,,,
top_dir,outputs/training/week2_minival_v2_2/seed_42/full,10908221763,10.16GB,84,2026-03-31 17:10:27,True,True,False,True,False,92,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_456/wo_semantics,10908202998,10.16GB,84,2026-03-31 14:18:49,True,True,False,True,False,93,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_123/wo_semantics,10908202852,10.16GB,84,2026-03-31 14:17:20,True,True,False,True,False,94,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_42/wo_semantics,10908202676,10.16GB,84,2026-03-31 14:15:52,True,True,False,True,False,95,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_123/full,10908201410,10.16GB,84,2026-03-31 14:16:51,True,True,False,True,False,96,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_456/full,10908199800,10.16GB,84,2026-03-31 14:18:19,True,True,False,True,False,97,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_42/full,10908199656,10.16GB,84,2026-03-31 14:15:22,True,True,False,True,False,98,,,,
top_dir,outputs/training/week2_minival_v2_1/seed_42/wo_trajectory,10908197471,10.16GB,84,2026-03-31 14:20:39,True,True,False,True,False,99,,,,
top_dir,outputs/training/week2_minival_v2/wo_trajectory,10908194179,10.16GB,84,2026-03-31 14:01:29,True,True,False,True,False,100,,,,
top_file,outputs/training/stwm_v4_2_real_1b/seed_123/full_v4_2_1b/checkpoints/milestone_step_004000.pt,12248370569,11.41GB,,2026-04-02 06:26:42,True,False,False,False,False,1,,,,
top_file,outputs/training/stwm_v4_2_real_1b/seed_123/full_v4_2_1b/checkpoints/milestone_step_002000.pt,12248370569,11.41GB,,2026-04-02 00:53:20,True,False,False,False,False,2,,,,
top_file,outputs/audits/stwm_v4_2_phase01_20260401_161909/training_lane0/seed_42/full_v4_2_1b/checkpoints/latest.pt,12248348101,11.41GB,,2026-04-01 17:40:03,True,False,False,False,False,3,,,,
top_file,outputs/audits/stwm_v4_2_phase01_20260401_161909/lane0/checkpoints/latest.pt,12248348101,11.41GB,,2026-04-01 17:40:34,True,False,False,False,False,4,,,,
top_file,outputs/audits/stwm_v4_2_phase01_20260401_155639/training_lane0/seed_42/full_v4_2_1b/checkpoints/latest.pt,12248348101,11.41GB,,2026-04-01 16:16:03,True,False,False,False,False,5,,,,
top_file,outputs/audits/stwm_v4_2_phase01_20260401_155639/lane0/checkpoints/latest.pt,12248348101,11.41GB,,2026-04-01 16:16:39,True,False,False,False,False,6,,,,
top_file,outputs/training/stwm_v4_2_real_1b/seed_123/full_v4_2_1b/checkpoints/latest.pt,12248343173,11.41GB,,2026-04-02 08:56:12,True,False,False,False,False,7,,,,
top_file,outputs/training/stwm_v4_2_real_1b/seed_456/full_v4_2_1b/checkpoints/latest.pt,12248343173,11.41GB,,2026-04-03 07:11:50,True,False,False,False,False,8,,,,
top_file,outputs/training/stwm_v4_2_real_1b/seed_42/full_v4_2_1b/checkpoints/latest.pt,12248343173,11.41GB,,2026-04-02 18:23:11,True,False,False,False,False,9,,,,
top_file,outputs/audits/stwm_v4_2_phase01_20260401_161909/training_lane0/seed_42/full_v4_2_1b/checkpoints/best.pt,12248326605,11.41GB,,2026-04-01 17:40:22,True,False,False,False,False,10,,,,
top_file,outputs/audits/stwm_v4_2_phase01_20260401_161909/lane0/checkpoints/best.pt,12248326605,11.41GB,,2026-04-01 17:40:45,True,False,False,False,False,11,,,,
top_file,outputs/audits/stwm_v4_2_phase01_20260401_155639/training_lane0/seed_42/full_v4_2_1b/checkpoints/best.pt,12248326605,11.41GB,,2026-04-01 16:16:24,True,False,False,False,False,12,,,,
